age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
1.55E+00,999,2.50E+00,6.00E-01,42.42,44.48,42.30889589,44.0387296,EU,14,220,332,55,67.3,306,Mleta,534,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,42.58,44.48,42.46889412,44.03771273,EU,9,116,328,64,66.9,333.1,Mnadoni,535,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.47,43.28,41.35477764,42.84676419,EU,23,954,233,-63,-51.7,289.8,Mtkvari,536,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.53,43.47,41.41542737,43.03606061,EU,7,220,193,-77,-65.1,236,Murjebi,537,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,42.57,44.48,42.45889423,44.03777644,EU,10,158,17,74,69.5,68.6,Okrokana,538,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.29,44.23,41.17804388,43.79619634,EU,10,132,358,59,87.9,271.6,Orozmani (1),539,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.29,44.23,41.17804388,43.79619634,EU,8,122,196,-31,-61.9,9.7,Orozmani (2),540,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.29,44.23,41.17804388,43.79619634,EU,11,79,42,65,59.7,108.4,Orozmani (3),541,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.25,43.25,41.13467735,42.81815034,EU,4,112,164,-62,-78,148.2,Sagamo (1),542,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.25,43.25,41.13467735,42.81815034,EU,7,156,348,63,80.6,337.5,Sagamo (3),543,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.49,44.28,41.37821443,43.84488498,EU,22,456,194,-59,-79.3,317.9,Samchvilde,544,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
2.18E+00,999,2.50E+00,6.00E-01,41.3,44.12,41.1876642,43.68632505,EU,7,256,175,-57,-84.8,92.6,Sar_sgele (3),545,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.5,43.27,41.38474314,42.83659956,EU,11,850,213,-62,-65.7,297.3,Saro,546,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
2.29E+00,999,999,999,41.23,43.65,41.1056823,43.17858029,EU,4,61,224,-32,-45.5,331.8,Satxe (2),547,Georgia,Georgia,Goguitchaichvili00,GM-KAR:LP-DC4:LP-DIR:LP-PI-TRM-II
1.55E+00,999,2.50E+00,6.00E-01,42.59,44.55,42.47913635,44.10752395,EU,8,133,13,47,72.3,183.5,Tkarcheti,548,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.59,44.08,41.47752321,43.64461802,EU,9,229,202,-63,-73.7,295.7,Tsalka,549,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.5,43.38,41.38511947,42.94640353,EU,8,688,215,-66,-64.5,285.3,Varevani,550,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.4,44.09,41.2875597,43.65576616,EU,6,84,2,62,87.6,80.2,Zurtaketi (1),551,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
3.10E-01,999,999,999,41.4,44.09,41.37763191,44.00303824,EU,5,267,170,-41,-70.3,72.1,Zurtaketi (2),552,Georgia,Georgia,Goguitchaichvili00,GM-KAR:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.4,44.09,41.2875597,43.65576616,EU,5,401,1,58,87.3,207,Zurtaketi (3),553,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
1.55E+00,999,2.50E+00,6.00E-01,41.4,44.09,41.2875597,43.65576616,EU,7,651,155,-51,-67.8,116.1,Zurtaketi (5),554,Georgia,Georgia,Goguitchaichvili00,GM-CC-STRAT:LP-DC4:LP-DIR
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,98,1.1,38.9,88.9,9.6,TE1,555,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,153,0.1,35.3,87.1,73.8,TE10,556,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,5,158,359.2,31.9,84.8,84.1,TE11,557,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,554,356.5,37.1,86.3,138.5,TE12,558,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,845,0.2,37.8,88.8,67,TE13,559,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,5,235,355.5,34.1,84.4,125,TE14,560,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,133,353.1,35.1,82.9,141.5,TE15,561,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,297,353.3,34.3,82.8,137,TE16,562,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,269,350.9,35.1,81,147.5,TE17,563,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,502,354.8,40.4,85.2,174,TE18,564,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,177,355.3,33.5,84,123.4,TE19,565,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,126,359.3,44.1,86.5,245.2,TE2,566,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,257,355.8,44.7,84.5,212,TE3,567,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,219,1.2,44.4,86.2,272,TE4,568,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,182,359.7,39.5,89.7,159.9,TE5,569,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,292,5.7,34.6,83.7,17.1,TE6,570,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,8,126,359.8,37.4,88.5,82.7,TE7,571,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,225,3.8,27.7,81.5,50,TE8,572,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,261,1.3,32.6,85.1,60.8,TE9,573,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,154,356.1,42.8,85.7,200.5,TP 1,574,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,228,357.1,36.2,86.4,125.4,TP 2,575,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,157,356.7,39.6,86.9,167.1,TPL1,576,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,345,1.9,42.4,87.3,294.8,TPL10,577,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,197,356.6,34.2,85.2,117.3,TPL11,578,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,5,656,357.1,31.5,84,103,TPL12,579,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,2031,1.8,30.3,83.6,59.9,TPL13,580,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,5,275,355.1,36.4,84.9,140.9,TPL14,581,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,64,353.3,36.3,83.4,147,TPL15,582,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,252,353.4,38.4,83.8,159.3,TPL16,583,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,165,353.9,36.4,83.9,145.7,TPL17,584,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,3224,350.2,36.2,80.6,153.2,TPL18,585,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,252,358.5,29.2,83,87.6,TPL19,586,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,539,358.2,38.5,88.2,142.1,TPL2,587,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,223,353.4,41.2,83.8,178.2,TPL3,588,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,583,352.6,40.5,83.1,172.9,TPL4,589,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,1506,355.8,41.1,86,182.9,TPL5,590,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,691,357.6,38.6,87.7,149.4,TPL6,591,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,79,357.8,34.8,86.1,108.2,TPL7,592,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,886,359.9,37.9,88.8,80.2,TPL8,593,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,359,0.6,37.1,88.2,57.5,TPL9,594,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,84,354.2,36.4,84.2,144.6,TPU1,595,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,6,196,2.2,33.5,85.4,48.6,TPU2,596,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,344,356.8,36.5,86.3,130.7,TPU3,597,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.90E+00,999,8.96E+00,8.84E+00,21.67,254.8,22.42803006,255.6423856,NA,7,234,354.2,40.4,84.6,173.4,TPU4,598,"Nayarit, Mexico",Mexico,Goguitchaichvili02,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
